"Table 7.1. Current-Cost Net Stock of Government Fixed Assets"
"[Billions of dollars; yearend estimates]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"70","    Conservation and development",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.8,1.1,1.2,1.2,1.2,1.3,1.5,1.4,1.5,1.6,1.8,2.0,2.1,2.2,2.3,2.5,2.7,3.1,3.5,4.0,4.6,5.4,6.2,7.1,8.0,9.1,9.9,10.8,13.2,15.2,16.4,17.6,19.0,21.3,24.1,26.4,28.0,28.7,29.8,31.1,32.3,33.7,35.5,38.1,40.3,42.2,43.4,45.2,47.5,50.4,52.5,55.4,56.9,59.8,63.3,65.7,68.4,72.0,79.1,85.2,91.6,97.9,107.8,106.4,112.3,119.9,124.7,127.7,131.4,132.4,136.1,141.7,149.7
"71","    Other structures 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.4,1.5,1.7,1.9,2.2,2.5,2.8,3.1,3.5,4.0,4.6,5.3,5.8,6.1,6.4,6.7,7.1,7.6,8.1,8.6,9.1,9.4,9.6,10.2,10.9,11.6,12.0,12.5,13.1,13.7,14.5,15.2,15.9,16.9,18.6,20.3,22.1,23.5,24.3,23.8,23.0,23.4,24.2,25.3,27.1,28.2,28.9,30.7,31.7,33.1
"72","  Intellectual property products",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.1,1.2,1.3,1.5,1.8,2.0,2.4,2.7,3.1,3.5,4.0,4.7,5.2,5.8,6.5,7.3,8.6,10.0,11.5,12.8,14.3,15.8,17.3,19.0,21.2,23.9,27.2,30.6,33.7,36.7,39.4,41.9,43.9,45.1,47.4,50.4,54.0,58.2,61.3,64.0,67.6,71.6,75.7,80.9,87.8,94.1,97.9,101.7,106.1,109.7,114.6,118.1,120.9,126.5,132.3,139.7
"73","    Software","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.9,1.1,1.4,1.7,2.0,2.4,2.8,3.3,3.9,4.5,5.0,5.8,7.2,8.8,10.1,11.5,12.7,13.4,13.8,13.9,14.5,15.7,16.9,18.4,19.1,19.2,19.4,20.4,21.4,22.8,24.2,25.4,25.8,26.0,26.8,27.7,28.6,29.4,30.1,31.0,32.3,34.6
"74","    Research and development",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.3,1.4,1.6,1.8,2.1,2.4,2.7,3.0,3.5,4.1,4.5,5.0,5.5,6.2,7.2,8.3,9.5,10.4,11.4,12.5,13.4,14.6,16.2,18.0,20.0,21.9,23.6,25.2,26.7,28.6,30.1,31.3,32.9,34.7,37.0,39.8,42.2,44.8,48.1,51.3,54.3,58.0,63.7,68.7,72.0,75.7,79.3,81.9,86.0,88.7,90.8,95.5,100.1,105.0
"","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75","  General government fixed assets",33.0,33.3,34.3,34.2,35.7,35.0,32.7,28.1,32.6,38.0,38.8,44.1,46.4,48.1,49.6,52.5,67.7,106.4,146.0,167.2,184.9,186.9,193.8,190.9,176.8,185.9,210.1,224.6,230.1,245.4,265.2,295.0,309.1,327.4,338.9,352.6,372.2,398.2,420.2,442.4,471.7,510.7,553.8,601.0,661.7,735.8,790.5,862.0,975.1,1178.6,1229.1,1297.4,1373.5,1503.0,1696.9,1934.6,2127.4,2249.3,2313.4,2441.2,2530.0,2672.4,2815.1,2963.3,3118.1,3270.7,3374.5,3501.5,3643.0,3840.4,4006.0,4138.5,4316.5,4494.1,4742.1,4985.4,5183.8,5407.1,5621.6,6208.9,6786.6,7489.0,8075.6,8643.1,8676.4,8974.2,9442.0,9726.3,10044.1,10234.1,10361.6,10624.4,11037.7,11561.3
"76","    Equipment",2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.4,2.5,2.6,2.8,3.0,3.1,3.5,6.9,20.7,46.2,67.2,78.2,70.4,59.6,49.7,41.9,37.8,41.6,47.9,54.9,61.5,66.9,71.0,73.2,74.5,78.6,81.4,85.3,92.3,94.3,96.3,98.0,101.5,107.1,110.6,113.9,118.9,118.5,122.0,129.3,140.5,154.8,169.2,185.7,208.2,220.5,241.5,265.7,292.7,321.8,378.9,372.8,383.5,400.5,433.3,462.2,495.4,517.8,541.3,561.6,585.4,590.0,580.9,576.2,583.6,602.2,595.4,591.1,605.0,620.2,641.2,661.7,691.4,725.0,770.9,797.0,832.2,860.1,871.5,880.6,892.0,890.7,900.5,914.7,947.6
"77","    Structures",30.4,30.7,31.7,31.7,33.2,32.5,30.2,25.6,30.0,35.2,35.9,41.0,43.0,44.6,45.9,48.4,60.0,84.4,97.6,96.6,102.4,111.5,128.6,135.1,128.1,140.4,159.7,167.1,164.6,172.2,185.0,208.1,217.0,230.8,235.3,243.0,255.4,270.6,285.4,299.8,321.6,350.2,380.2,415.3,463.1,522.4,569.6,629.3,722.4,899.6,925.0,967.8,1014.3,1104.7,1263.8,1453.0,1592.5,1663.9,1675.5,1722.7,1793.9,1904.9,2000.0,2083.4,2183.9,2279.5,2341.8,2429.3,2538.4,2693.9,2840.6,2974.9,3145.7,3302.0,3510.4,3739.1,3929.8,4118.5,4280.6,4810.8,5327.3,5964.3,6466.8,6951.1,6929.9,7137.0,7549.1,7798.5,8071.8,8235.7,8360.5,8586.1,8944.9,9404.9
"78","    Intellectual property products",0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.9,1.3,2.2,3.5,4.3,5.0,5.5,6.2,6.8,7.7,8.8,9.6,10.5,11.6,13.3,15.9,19.0,22.1,25.0,28.1,31.5,35.3,40.6,46.3,52.2,59.1,66.5,75.0,84.7,94.5,102.5,110.6,123.5,138.6,149.3,160.4,173.6,190.0,212.7,240.1,269.1,292.6,316.0,339.7,363.3,384.0,414.7,446.6,471.9,495.9,514.9,530.9,543.0,561.1,575.4,582.6,594.6,608.4,629.5,651.0,662.9,683.6,720.8,757.0,797.6,833.3,883.8,921.1,949.5,1005.0,1032.8,1056.4,1091.6,1106.4,1110.4,1137.8,1178.2,1208.8
"79","  Government enterprise fixed assets",5.3,5.6,6.0,6.4,7.0,7.3,7.3,6.6,7.2,9.5,8.9,10.6,11.7,12.6,12.9,13.6,15.0,16.1,15.6,16.8,17.0,18.8,23.8,27.0,27.2,30.4,33.4,36.5,38.0,39.4,43.1,48.1,51.5,53.7,54.3,57.0,60.4,64.2,68.6,73.3,79.7,87.0,95.0,105.7,119.4,134.0,151.4,165.9,188.5,240.8,261.8,281.1,306.2,345.3,399.3,459.9,502.8,537.7,555.9,586.3,610.0,645.2,683.9,728.8,772.5,812.0,839.6,889.1,936.6,984.1,1042.5,1095.2,1149.8,1203.0,1273.6,1355.6,1420.2,1491.6,1576.1,1767.4,1926.2,2120.1,2279.3,2394.9,2413.8,2542.9,2690.5,2796.5,2899.1,3004.8,3071.3,3196.7,3325.3,3496.4
"80","    Equipment",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.7,0.8,1.1,1.2,1.3,1.4,1.4,1.5,1.7,1.9,2.1,2.2,2.3,2.5,2.5,2.6,2.8,3.1,3.4,3.8,4.4,4.9,5.7,6.6,8.6,10.2,11.5,12.6,14.3,16.2,18.8,21.0,22.4,23.3,25.4,27.4,29.6,30.6,33.0,36.2,39.4,41.4,44.3,47.3,49.0,51.7,53.0,53.3,55.6,58.5,59.9,59.7,61.7,65.4,70.0,73.6,76.5,78.5,84.3,88.7,91.2,94.7,97.5,99.3,100.4,102.8,105.1,107.9,112.0
"81","    Structures",5.2,5.5,5.9,6.3,6.9,7.2,7.2,6.5,7.1,9.3,8.8,10.4,11.6,12.5,12.8,13.4,14.7,15.8,15.3,16.5,16.7,18.5,23.4,26.5,26.7,29.7,32.6,35.4,36.8,38.1,41.8,46.7,50.0,52.0,52.4,54.9,58.1,61.9,66.1,70.7,77.1,84.2,91.8,102.2,115.4,129.5,146.3,160.0,181.7,231.8,251.2,269.2,293.1,330.5,382.5,440.3,480.8,514.1,531.3,559.5,581.2,614.0,651.7,694.0,734.4,770.3,795.5,841.8,885.8,931.4,987.0,1038.4,1092.7,1143.2,1210.4,1290.4,1354.9,1424.3,1505.2,1691.7,1846.8,2037.5,2194.4,2303.9,2318.2,2444.6,2588.4,2691.2,2791.4,2895.5,2959.4,3082.0,3207.3,3373.6
"82","    Intellectual property products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.7,0.8,1.0,1.1,1.2,1.4,1.5,1.6,1.7,1.8,2.0,2.3,2.7,3.1,3.5,3.7,3.8,3.8,3.9,4.2,4.7,5.3,5.6,5.5,5.5,5.6,5.8,6.0,6.3,6.7,6.8,7.1,7.5,7.7,8.4,8.9,9.2,9.6,10.1,10.8
"83","  Government nonresidential fixed assets",38.3,38.9,40.3,40.7,42.7,42.3,40.0,34.7,39.8,47.4,47.7,54.5,57.9,60.4,62.2,65.6,81.6,120.6,158.6,180.7,198.3,201.4,212.0,212.9,198.9,210.0,235.7,253.9,260.5,274.5,301.1,334.5,351.6,371.3,382.4,398.2,420.5,449.5,475.6,501.8,536.8,582.0,632.3,688.1,760.5,847.8,917.3,1000.3,1132.6,1384.7,1452.8,1536.0,1630.9,1791.7,2028.9,2320.8,2549.3,2701.3,2773.3,2928.0,3039.6,3213.7,3385.6,3563.5,3753.2,3940.9,4071.3,4239.5,4417.8,4652.0,4869.7,5047.1,5271.2,5492.1,5798.0,6111.4,6359.8,6641.1,6922.0,7673.3,8380.8,9262.1,10010.1,10702.1,10760.4,11184.7,11795.5,12175.1,12572.0,12854.9,13041.1,13407.2,13936.5,14614.2
"84","    Equipment",2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.5,2.6,2.7,3.0,3.1,3.3,3.7,7.1,21.0,46.5,67.4,78.5,70.7,60.0,50.2,42.4,38.4,42.4,49.0,56.1,62.8,68.3,72.4,74.7,76.2,80.5,83.5,87.5,94.6,96.7,98.9,100.6,104.3,110.2,114.1,117.7,123.2,123.3,127.7,135.9,149.1,165.0,180.7,198.3,222.5,236.7,260.3,286.7,315.1,345.2,404.3,400.2,413.1,431.0,466.3,498.4,534.7,559.1,585.5,608.9,634.4,641.7,633.9,629.5,639.3,660.8,655.2,650.9,666.8,685.7,711.2,735.3,768.0,803.6,855.2,885.7,923.4,954.8,969.0,979.9,992.4,993.4,1005.6,1022.6,1059.6
"85","    Structures",35.6,36.2,37.7,38.0,40.0,39.7,37.4,32.1,37.1,44.5,44.6,51.3,54.4,56.7,58.3,61.3,73.6,98.3,109.9,109.8,115.5,125.7,146.4,156.6,149.7,163.8,184.6,195.3,193.8,200.1,219.5,246.2,257.9,273.0,277.0,286.7,301.4,319.6,338.3,356.6,384.0,418.6,455.6,499.0,558.0,629.9,691.3,761.8,872.9,1096.7,1138.2,1194.5,1258.6,1378.7,1578.9,1819.6,1992.5,2092.4,2110.8,2182.7,2274.6,2415.0,2538.2,2648.8,2780.9,2907.9,2994.6,3120.0,3262.5,3452.8,3648.7,3826.7,4043.3,4240.2,4503.0,4799.9,5040.4,5285.2,5510.1,6199.5,6842.1,7654.8,8316.4,8919.1,8918.4,9249.1,9800.5,10142.0,10492.1,10747.2,10928.0,11254.2,11725.7,12335.0
"86","      Federal",6.8,6.7,6.7,6.5,7.2,6.8,6.1,5.9,6.8,7.6,8.5,9.9,10.9,11.5,12.0,13.6,19.9,35.5,42.9,44.9,51.6,55.2,56.5,58.8,56.7,59.3,67.3,71.4,71.8,73.1,78.5,85.8,89.8,94.3,93.5,94.8,98.1,102.1,105.8,108.8,113.8,120.1,129.0,137.2,148.4,161.7,175.5,197.1,224.0,269.2,277.7,299.9,307.3,334.4,376.2,420.0,439.0,453.9,457.4,477.8,496.2,522.6,534.7,554.6,577.2,592.9,612.5,636.4,658.4,687.2,715.6,743.9,771.6,793.2,824.5,854.8,874.4,894.5,914.3,995.1,1073.6,1158.9,1220.3,1273.9,1234.3,1262.1,1315.2,1344.6,1378.0,1398.0,1399.3,1427.4,1468.2,1510.7
"87","        National defense",4.4,4.4,4.3,4.1,4.7,4.3,3.8,3.6,3.9,4.1,4.2,4.5,4.7,4.8,5.0,6.0,11.4,26.1,32.6,34.5,39.6,40.6,39.8,40.7,38.2,40.7,46.6,49.7,49.9,51.1,54.4,59.6,62.0,65.4,63.8,64.1,65.6,67.0,67.9,68.8,70.1,72.6,78.2,82.0,87.8,95.7,103.0,118.8,137.5,165.5,164.6,180.1,178.6,192.5,217.0,238.5,237.7,240.6,239.2,252.3,263.1,279.5,280.9,291.2,301.6,306.6,318.6,333.8,342.2,354.5,365.4,372.2,382.8,390.9,403.1,417.0,425.0,432.3,437.4,476.1,514.6,559.2,591.4,613.1,597.9,610.0,633.0,644.0,659.2,663.2,658.7,670.0,682.7,692.1
"88","        Nondefense",2.3,2.3,2.4,2.4,2.5,2.5,2.3,2.3,2.9,3.5,4.3,5.3,6.2,6.7,7.0,7.7,8.5,9.4,10.3,10.4,11.9,14.7,16.7,18.1,18.5,18.6,20.6,21.7,21.9,22.0,24.1,26.2,27.9,28.8,29.7,30.8,32.5,35.1,37.9,40.0,43.7,47.5,50.8,55.2,60.6,66.1,72.5,78.3,86.4,103.8,113.1,119.8,128.7,141.8,159.2,181.5,201.3,213.3,218.2,225.5,233.1,243.1,253.8,263.4,275.6,286.2,293.8,302.7,316.2,332.7,350.2,371.7,388.8,402.3,421.4,437.8,449.4,462.2,476.9,519.0,559.0,599.7,628.9,660.8,636.5,652.1,682.2,700.5,718.9,734.8,740.6,757.4,785.5,818.5
"89","      State and local",28.8,29.4,31.0,31.5,32.9,32.9,31.3,26.2,30.3,36.9,36.1,41.4,43.5,45.2,46.3,47.7,53.7,62.8,67.0,64.9,64.0,70.4,90.0,97.8,93.1,104.6,117.3,123.9,122.0,127.0,141.0,160.4,168.1,178.8,183.5,191.8,203.3,217.6,232.5,247.8,270.2,298.5,326.6,361.8,409.6,468.2,515.8,564.7,649.0,827.4,860.4,894.6,951.2,1044.3,1202.7,1399.6,1553.5,1638.4,1653.4,1704.9,1778.4,1892.4,2003.6,2094.1,2203.7,2315.1,2382.1,2483.6,2604.1,2765.6,2933.2,3082.8,3271.7,3447.0,3678.5,3945.1,4166.0,4390.7,4595.9,5204.4,5768.5,6495.9,7096.1,7645.2,7684.0,7987.0,8485.2,8797.4,9114.1,9349.2,9528.8,9826.8,10257.5,10824.3
"90","    Intellectual property products",0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.9,1.3,2.2,3.5,4.3,5.0,5.5,6.2,6.8,7.7,8.8,9.6,10.5,11.6,13.3,15.9,19.0,22.1,25.0,28.1,31.6,35.3,40.6,46.3,52.2,59.1,66.6,75.1,84.8,94.7,102.6,110.8,123.8,138.9,149.6,160.8,174.1,190.6,213.3,240.9,270.1,293.8,317.3,341.0,364.7,385.6,416.3,448.4,474.0,498.2,517.6,534.0,546.4,564.8,579.2,586.4,598.5,612.6,634.2,656.3,668.5,689.1,726.2,762.6,803.4,839.3,890.1,927.8,956.4,1012.2,1040.2,1064.1,1100.0,1115.3,1119.6,1147.3,1188.3,1219.6
"Legend / Footnotes:"
"1. Consists of the fixed assets of general government and government enterprises."
"2. Due to a reclassification of underlying source data, ""Industrial Buildings"" for years 1987-1996 includes both defense-related and nondefense facilities, while ""Industrial Structures,"" for years 1997 forward includes only defense-related facilities.  For years 1997 forward, nondefense industrial facilities fall under several categories of nondefense structures."
"3. Consists of Department of defense structures, except family housing."
"4. Consists of lodging, religious, communication, sewage and waste disposal, water supply structures, and manufacturing."
"5. Consists of lodging, communication, and manufacturing."
