"Table 2.2. Chain-Type Quantity Indexes for Net Stock of Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type"
"[Index numbers, 2012=100]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"99","      Theatrical movies",3.587,3.792,4.118,4.558,5.401,6.224,6.712,7.230,7.939,8.792,9.780,11.110,12.489,13.849,15.025,15.914,17.141,17.981,19.084,19.970,21.379,22.869,23.664,24.161,25.020,25.499,25.066,24.727,24.676,24.456,24.612,24.048,23.735,23.629,23.725,23.065,23.605,23.550,23.853,23.822,24.205,24.241,24.345,25.142,25.057,24.157,23.494,23.041,22.318,21.524,20.749,21.239,21.512,21.314,22.273,22.595,23.880,25.034,26.340,27.892,28.942,30.763,32.331,33.737,35.620,36.959,38.842,40.062,42.293,44.371,47.433,51.677,55.211,59.067,61.910,66.282,69.750,73.179,77.356,81.284,85.445,89.819,93.708,95.636,96.148,98.326,99.709,100.000,100.375,100.808,101.375,102.013,102.759,103.774
"100","      Long-lived television programs",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.076,0.286,0.708,1.303,1.994,2.831,3.824,4.969,6.056,6.929,7.860,8.698,9.433,10.051,10.658,11.040,11.635,12.605,13.031,13.173,13.354,13.401,13.347,13.633,13.711,14.019,14.184,15.095,16.394,17.704,19.184,19.808,21.595,23.257,25.293,27.506,29.635,31.955,33.220,34.399,35.338,36.616,37.367,38.917,39.958,41.230,43.126,45.549,48.037,50.808,53.628,56.074,58.050,61.049,64.848,68.133,73.333,77.930,82.228,85.079,87.625,91.144,95.044,100.000,105.003,109.988,115.415,120.876,126.157,131.936
"101","      Books",12.674,13.387,14.189,15.147,15.941,16.340,16.555,16.495,16.086,16.031,16.207,16.525,17.072,17.575,17.904,18.464,19.171,20.227,21.218,22.577,24.107,24.508,25.013,25.278,25.389,25.557,25.700,25.764,25.862,26.002,26.422,27.111,27.836,28.575,29.627,30.874,32.317,34.012,35.937,38.407,40.687,43.337,46.070,48.368,50.505,52.456,54.017,55.207,56.610,58.203,59.461,60.511,62.414,64.320,65.729,67.030,68.280,69.307,70.209,71.393,72.577,73.810,75.389,77.117,79.161,80.991,82.529,84.154,86.053,87.846,89.321,90.093,91.603,93.441,95.508,97.404,98.867,100.335,101.571,102.750,104.174,104.802,103.481,102.330,100.754,100.892,100.601,100.000,99.042,98.029,96.963,95.928,94.869,93.745
"102","      Music",4.259,4.610,5.009,5.443,5.863,5.743,4.956,3.983,3.256,2.877,2.757,2.738,2.739,2.887,3.270,3.559,4.333,5.009,5.864,6.484,7.879,9.818,10.538,10.843,11.020,11.554,12.258,13.148,14.029,14.737,15.750,17.138,18.479,19.357,21.016,22.581,24.865,27.057,28.740,28.516,29.113,32.370,37.116,40.453,44.359,45.794,45.490,45.893,46.590,45.923,44.889,44.644,47.644,48.996,50.916,52.053,52.576,52.455,50.544,54.159,55.317,57.597,62.317,65.270,69.407,75.014,78.781,83.608,87.682,95.471,100.356,101.325,104.360,106.585,112.396,116.357,116.425,115.617,116.193,117.982,117.744,116.640,116.604,115.785,114.205,111.415,105.398,100.000,94.505,91.319,90.628,91.811,94.369,99.048
"103","      Other",11.057,11.028,11.050,11.108,11.186,11.108,10.987,10.789,10.547,10.394,10.326,10.326,10.377,10.493,10.670,10.910,11.231,11.665,12.198,12.826,13.497,14.296,15.135,15.908,16.663,17.447,18.209,18.892,19.631,20.468,21.319,22.181,23.007,23.775,24.546,25.285,25.989,26.745,27.518,28.418,29.294,30.270,31.307,32.331,33.351,34.241,35.439,36.406,37.458,38.680,39.762,40.956,42.354,43.920,45.638,47.554,49.688,51.588,53.465,55.711,58.108,60.881,63.597,66.269,68.123,70.858,73.288,75.757,79.275,82.549,85.752,88.674,91.388,93.713,95.800,98.019,99.936,101.131,102.068,103.173,104.352,105.159,104.579,104.670,104.228,102.009,100.699,100.000,99.293,98.763,98.374,98.165,98.573,99.693
"Legend / Footnotes:"
"1. Consists of office buildings, except those constructed at manufacturing sites and those constructed by power utilities for their own use.  Includes all financial buildings."
"2. Includes buildings and structures used by the retail, wholesale and selected service industries.  Consists of auto dealerships, garages, service stations, drug stores, restaurants, mobile structures, and other structures used for commercial purposes.  Bus or truck garages are included in transportation."
"3. Consists primarily of railroads."
"4. Includes water supply, sewage and waste disposal, public safety, highway and street, and conservation and development."
"5. Consists of brokers' commissions on the sale of residential structures and underlying land, title insurance, state and local documentary stamp taxes, attorney fees, title abstract and escrow fees, and fees for surveys and engineering services. Ownership transfer costs include both acquisition costs, such as brokers' commissions paid by buyers, and disposal costs, such as brokers' commissions paid by sellers. The depreciation of acquision costs begins at the time of ownership transfer. The depreciation of disposal costs begins at the time of the initial purchase and before the eventual sale (disposal) of the dwelling by the purchaser. Because the depreciation of expected disposal costs begins before the eventual sale of the dwelling by the purchaser, the current-cost net stock of disposal costs and total ownership transfer costs may be negative in some years. The average ages of ownership transfer costs are not shown in the tables but are included in the estimates of average ages of relevant aggregates, suc"
"6. Consists primarily of dormitories and of fraternity and sorority houses."
"7. Excludes software ""embedded"" or bundled in computers and other equipment."
"8. Research and development (R&amp;D) asset types are defined by the type of funder."
"9. R&amp;D net stock excludes software development, which is included in software net stock on line 78."
"10. Includes private universities and colleges.  Public universities and colleges are included in state and local government fixed assets."
"n.e.c. Not elsewhere classified"
