Table 4.4. Current-Cost Depreciation of Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Billions of dollars] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last Revised on: August 8, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
62,        Equipment,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.5,0.5,0.5,0.6,0.8,1,1.2,1.3,1.5,1.6,1.7,1.7,1.8,2,2.1,2.2,2.3,2.2,2.2,2.2,2.3,2.4,2.5,2.7,2.9,3.1,3.4,3.7,3.9,4.2,4.4,5,5.8,6.2,6.7,7.4,8.4,9.7,10.9,12,12.3,12.7,13.4,14.2,15,16,17.1,17.6,17.7,17.5,17.5,17.9,18.7,19.3,20,21,22.8,25.5,28.1,30.4,32.4,35.3,39.3,43.5,48.3,52.1,53.6,54.3,56.7,59.4,62.4,65.7,68.3,69.8,72,75.4
63,        Structures,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1,1.1,1.3,1.4,1.6,1.9,2.2,2.4,2.6,3,3.6,4.2,5.3,6.3,6.5,6.8,7.4,7.9,8.3,9.1,9.8,10.4,10.7,10.6,10.9,11.2,11.7,12.1,12.6,13.4,14,14.9,16,16.9,17.8,19.3,22,25,27.2,29.4,29.4,29,30,31.4,32.4,34.5,35.8,36.3,37.8,39.8
64,        Intellectual property products,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,1,1.1,1.3,1.5,1.6,1.7,1.9,2.1,2.4,2.7,3.5,4.5,5.4,6.4,7.2,7.9,8.6,9.5,10.2,11.1,12.4,14.5,17.2,19.4,21.2,22.9,24.6,26.7,29.1,31.7,34.4,35.7,36.6,38,39.5,41.6,44.3,46.8,49,52.1,55.4
65,      Nonprofit institutions,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1,1.1,1.2,1.3,1.3,1.4,1.5,1.6,1.8,1.9,2.1,2.3,2.5,2.8,3.1,3.4,3.8,4.3,4.9,5.8,6.8,7.5,8.3,9.3,10.6,12.1,13.6,14.9,15.8,16.9,17.9,19,20.4,22.2,24.2,26.3,28.4,30.4,32.3,33.8,35.6,36.7,38.5,41.4,45.2,49.5,53.4,57.2,61.4,66.3,72.1,77.9,84.1,91,96.7,101,108.1,116,123.1,129.9,136.1,141.4,146.8,155
66,        Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.8,0.8,0.9,1,1.1,1.2,1.3,1.5,1.8,2.2,2.8,3.2,3.6,4.1,4.6,5.3,5.9,6.5,6.9,7.3,7.8,8.3,9,9.7,10.6,11.5,12.4,13.2,13.9,14.4,14.9,15.1,15.5,16.5,18.2,20.2,22.2,24.4,26.6,28.9,31.5,33.9,36.9,40.3,43.2,45.7,49,52.5,55.5,58.3,61.4,63.6,65.1,68.6
67,        Structures,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,1,1.1,1.2,1.3,1.4,1.6,1.8,2,2.2,2.5,2.9,3.2,3.3,3.6,4,4.5,5.1,5.6,6.1,6.4,6.8,7.1,7.5,8,8.5,9,9.5,9.8,10.1,10.6,11.2,11.9,12.4,13,13.9,14.9,16,17.2,18,19.1,20.7,23,25.4,27.5,29,29.3,28.8,29.5,30.4,31.4,32.9,33.9,34.9,36.2,38.2
68,        Intellectual property products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.5,1.7,2.1,2.3,2.6,2.8,3,3.2,3.5,4,4.7,5.4,6.2,7.1,7.8,8.2,8.8,9.2,10,10.9,12.1,13.3,14.1,14.8,15.7,16.7,17.7,18.6,19.7,21.8,24.2,26.6,29.6,33.1,36.2,38.7,40.9,42.9,45.5,48.3
69,      Households,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,1,1,1.1,1.2,1.3,1.4,1.5,1.6,1.8,1.9,2.1,2.3,2.4,2.4,2.4,2.6,2.8,3,3.2,3.4,3.7,4
70,        Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.2,1.3,1.5
71,        Structures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1,1.1,1.2,1.3,1.4,1.4,1.4,1.4,1.5,1.6,1.6,1.7,1.8,2,2.1
72,        Intellectual property products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4
73,      Tax-exempt cooperatives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1,1.2,1.3,1.5,1.5,1.5,1.5,1.6,1.7,1.8,1.9,1.9,2,2.1,2.1,2.2,2.3,2.4,2.5,2.6,2.6,2.7,2.9,3.1,3.2,3.3,3.5,3.7,4,4.3,4.8,5,5.4,5.8,6.3,6.6,6.8,7,7.2,7.5,7.9
74,        Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.7,0.8,0.9,1,0.9,0.9,1,1.1,1.1,1.1,1.2,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.7,1.7,1.8,1.9,2,2.2,2.4,2.6,2.7,2.9,3.1,3.3,3.5,3.6,3.7,3.8,4,4.1
75,        Structures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1.1,1.1,1.2,1.3,1.4,1.6,1.7,1.8,1.9,1.9,2,2,2,2.1,2.1,2.1,2.2
76,        Intellectual property products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.8,1,1.1,1.1,1.2,1.2,1.3,1.5
