"Table 4.7. Investment in Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: October 11, 2018"
"Line","","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"45","      Farms",0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.6,0.8,1.0,1.0,0.5,0.5,0.7,0.5,0.8,0.7,0.8,0.8,0.8,0.7,0.4,0.2,0.2,0.3,0.5,0.6,0.8,0.7,0.6,0.7,0.9,0.7,0.6,1.0,1.0,1.6,2.5,3.2,3.3,3.3,3.3,3.2,3.1,2.9,3.0,2.6,2.7,3.0,3.5,3.2,3.2,3.6,4.1,4.2,4.8,5.2,5.5,5.1,5.4,5.9,6.1,6.7,9.1,10.2,12.2,12.9,14.3,16.2,18.8,16.1,16.2,12.3,11.6,12.5,9.4,8.4,8.4,11.4,13.0,13.6,12.1,10.7,13.4,15.3,16.3,17.2,20.2,19.1,15.0,15.7,15.8,16.5,17.2,19.1,19.8,18.8,19.9,23.6,23.3,23.7,27.9,35.8,40.1,45.5,32.4,26.9,27.9
"46","        Equipment",0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.7,0.7,0.4,0.4,0.5,0.4,0.7,0.6,0.6,0.6,0.7,0.6,0.4,0.2,0.2,0.3,0.4,0.6,0.7,0.6,0.5,0.6,0.9,0.6,0.5,0.8,0.9,1.0,1.8,2.4,2.5,2.7,2.6,2.4,2.5,2.2,2.4,2.0,2.2,2.5,2.7,2.3,2.3,2.6,3.0,3.2,3.8,4.2,4.4,4.1,4.3,4.7,4.9,5.6,7.4,7.8,9.1,9.6,10.8,12.1,14.1,12.0,12.6,9.6,9.2,10.2,8.1,7.5,7.2,9.8,11.5,12.0,10.4,9.2,11.3,13.1,14.3,14.8,17.9,17.0,12.7,12.8,12.8,13.5,14.4,16.1,16.4,15.7,16.5,18.9,18.8,19.7,23.2,30.4,34.3,38.0,27.0,21.8,22.9
"47","        Structures",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.7,0.8,0.7,0.7,0.7,0.8,0.7,0.6,0.5,0.6,0.5,0.5,0.8,0.9,0.8,1.0,1.1,1.1,1.0,1.0,1.1,1.1,1.1,1.3,1.2,1.1,1.7,2.4,3.1,3.2,3.5,4.2,4.7,4.1,3.6,2.7,2.4,2.3,1.3,0.9,1.3,1.5,1.5,1.6,1.6,1.3,1.9,2.0,1.9,2.3,2.1,2.0,2.3,2.8,3.0,2.9,2.8,3.0,3.3,3.1,3.4,4.6,4.4,3.9,4.7,5.4,5.8,7.5,5.4,5.0,5.0
"48","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"49","      Manufacturing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.8,1.0,1.1,1.1,1.2,2.0,2.1,2.2,2.4,2.2,2.2,2.6,2.8,2.7,2.8,5.3,5.8,6.0,6.2,6.5,6.7,7.7,9.2,10.6,11.6,13.9,15.8,18.5,20.2,19.8,18.5,18.9,20.9,21.9,24.2,26.2,23.0,23.8,26.9,31.1,33.4,33.2,33.3,33.6,34.4
"50","        Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.7,1.1,1.2,1.2,1.3,1.3,1.3,1.5,1.7,1.6,1.7,1.7,1.9,1.9,1.9,2.0,2.3,2.9,3.6,4.0,4.3,5.6,6.6,7.9,8.5,9.1,8.5,8.4,9.3,9.5,10.0,11.5,9.5,10.5,12.6,14.9,15.8,15.2,15.0,14.8,15.9
"51","        Structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.8,0.9,1.0,1.3,1.6,2.1,1.8,1.2,1.3,1.5,1.5,2.2,2.0,1.8,1.6,1.9,3.1,3.3,3.2,3.2,2.9,2.5
"52","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.4,0.5,0.5,0.6,0.5,0.6,0.7,0.8,0.8,0.8,3.2,3.5,3.7,3.9,4.1,4.0,4.4,5.0,5.8,6.5,7.3,7.9,9.0,9.6,8.9,8.8,9.2,10.1,10.9,12.0,12.7,11.7,11.8,12.4,13.1,14.3,14.8,15.1,15.9,16.0
"53","      Nonfarm nonmanufacturing",0.2,0.3,0.3,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.7,0.6,0.5,0.5,0.8,1.0,1.3,1.5,1.9,1.5,1.8,2.2,1.9,2.7,2.8,2.8,2.7,2.7,2.2,1.5,0.9,0.7,0.8,1.1,1.4,1.6,1.4,1.6,1.8,2.0,1.0,1.1,1.2,2.1,3.5,4.8,5.8,5.7,6.9,7.0,6.3,7.5,7.8,9.4,9.6,10.0,10.1,10.8,10.9,11.3,12.4,12.8,14.2,16.2,17.2,16.7,17.6,20.4,21.4,23.2,25.8,29.4,28.2,27.9,31.0,36.2,44.5,55.4,60.4,77.9,83.1,78.9,92.4,105.2,105.2,114.1,121.3,123.9,112.1,106.9,105.2,113.8,119.4,126.7,134.0,151.7,175.8,196.8,218.8,219.8,227.7,233.7,249.8,270.9,306.3,340.1,354.1,309.5,297.3,309.4,333.6,347.8,368.1,390.0,406.1,424.2
"54","        Equipment",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.3,0.4,0.6,1.0,1.1,1.2,0.9,1.0,1.3,1.0,1.4,1.3,1.3,1.3,1.4,1.0,0.8,0.5,0.4,0.5,0.7,0.8,1.0,0.8,0.9,1.1,1.2,0.5,0.7,0.7,1.4,1.9,3.1,3.5,3.2,4.1,4.1,3.6,4.2,4.0,5.1,5.0,5.0,4.7,5.1,5.0,4.9,5.3,5.6,6.3,6.9,7.8,7.5,8.3,9.5,9.9,10.3,11.6,13.6,14.0,13.8,15.7,18.6,23.3,26.9,26.9,31.9,31.5,32.9,38.6,41.9,43.3,46.3,50.1,51.3,44.7,45.1,46.9,50.5,55.6,57.8,60.3,65.3,76.0,87.6,97.4,97.4,102.1,105.9,116.3,127.7,140.4,149.1,145.3,122.3,135.1,143.5,151.7,158.7,164.0,169.6,173.3,183.1
"55","        Structures",0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.2,0.2,0.3,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.8,1.1,1.4,1.4,1.3,1.2,1.0,0.6,0.3,0.2,0.2,0.3,0.4,0.5,0.5,0.5,0.5,0.5,0.3,0.1,0.2,0.4,1.2,1.2,1.9,2.0,2.4,2.5,2.2,2.7,3.2,3.6,4.0,4.3,4.5,4.8,5.0,5.4,6.0,6.0,6.7,8.0,8.1,7.8,7.8,9.3,9.8,11.0,12.4,13.9,12.1,11.8,12.5,14.7,17.7,23.9,28.4,40.0,45.3,39.0,45.9,54.3,51.6,55.3,56.7,56.1,49.1,41.6,36.3,41.2,41.3,45.6,49.1,58.3,66.8,70.7,77.7,78.2,77.7,77.9,81.6,87.8,107.3,127.8,139.6,114.8,88.3,86.7,96.3,97.1,109.3,119.4,127.4,133.9
"56","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.5,1.6,1.8,1.8,1.9,2.0,2.1,2.3,2.8,2.9,3.6,4.5,5.1,6.1,6.3,6.9,7.9,8.9,10.4,12.5,14.6,16.6,18.2,20.3,22.0,22.2,22.5,23.4,24.7,28.0,33.0,38.6,43.7,44.2,47.9,49.9,52.0,55.4,58.6,63.1,69.2,72.4,74.0,79.2,85.7,92.1,94.8,100.9,105.4,107.2
"","    By noncorporate legal form of organization:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","      Sole proprietorships",0.2,0.3,0.3,0.2,0.2,0.3,0.4,0.3,0.4,0.4,0.4,0.5,0.6,0.5,0.6,0.8,1.0,1.4,1.6,1.8,1.2,1.2,1.6,1.3,2.0,1.9,2.0,1.9,2.0,1.5,1.0,0.6,0.5,0.7,0.9,1.2,1.4,1.1,1.2,1.3,1.6,1.0,1.0,1.4,1.8,2.9,4.3,5.1,5.0,5.5,5.5,5.0,5.5,5.3,6.2,5.9,6.1,6.3,6.7,6.4,6.3,7.0,7.6,8.1,9.1,9.7,9.5,9.7,10.8,11.4,12.0,13.0,16.6,17.2,18.2,19.9,23.0,29.4,34.3,33.9,40.9,37.9,35.2,39.9,40.1,39.2,41.6,45.0,45.9,40.7,37.8,37.5,43.7,48.7,51.6,54.0,58.4,59.7,59.4,60.0,55.0,52.7,53.2,56.3,60.1,62.2,64.1,65.0,54.1,52.2,54.8,61.9,67.6,74.7,68.2,65.6,67.0
"58","        Equipment",0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.7,1.1,1.2,1.3,0.9,0.9,1.3,1.0,1.5,1.4,1.3,1.4,1.5,1.1,0.8,0.5,0.4,0.5,0.7,0.9,1.1,0.9,0.9,1.1,1.3,0.8,0.7,1.1,1.4,1.8,3.2,3.8,3.7,4.3,4.2,3.8,4.1,3.8,4.6,4.2,4.3,4.5,4.6,4.3,4.1,4.6,5.0,5.4,6.2,6.8,6.7,6.9,7.5,7.9,8.4,9.3,11.7,11.9,12.4,13.8,16.2,20.4,23.4,21.3,23.8,20.9,21.5,24.7,23.5,23.5,24.4,27.3,28.3,25.2,24.0,24.9,28.8,33.2,34.8,36.1,39.1,37.6,35.9,35.2,31.9,31.5,31.9,34.5,36.5,36.1,35.9,33.8,28.2,30.5,32.7,37.7,41.0,43.8,37.3,34.2,36.2
"59","        Structures",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.3,0.4,0.4,0.2,0.3,0.3,0.3,0.4,0.5,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.9,0.9,1.1,1.0,1.1,1.1,1.0,1.1,1.2,1.3,1.5,1.4,1.5,1.8,1.8,1.8,2.0,2.1,2.2,2.5,2.4,2.4,2.3,2.7,2.9,3.0,3.1,4.2,4.7,5.1,5.3,6.0,7.9,9.5,11.1,15.2,15.1,11.5,12.6,13.6,12.4,13.0,13.5,13.0,10.6,8.7,7.1,9.1,9.5,10.4,11.3,11.5,13.0,13.3,13.9,12.9,11.1,11.1,11.4,12.4,14.6,17.1,20.6,16.3,12.6,13.5,15.7,16.1,19.8,19.0,18.8,19.8
"60","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,1.1,1.4,1.6,1.9,1.9,2.2,2.6,2.9,3.3,4.1,4.3,4.7,4.9,5.2,5.5,5.8,6.0,6.3,6.7,7.7,9.0,10.2,10.9,10.3,10.1,10.2,10.4,11.2,11.6,11.1,10.6,9.7,9.1,8.6,8.5,10.5,11.2,12.0,12.5,11.0
"61","      Partnerships",0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.9,0.7,0.7,0.9,0.8,1.0,1.1,1.1,1.1,1.1,0.9,0.6,0.4,0.3,0.4,0.5,0.6,0.8,0.6,0.7,0.8,1.0,0.6,0.6,0.7,1.1,1.7,2.3,2.7,2.6,2.9,3.0,2.7,3.1,3.0,3.7,3.6,3.6,3.6,4.1,3.9,4.0,4.4,4.7,5.3,6.1,6.6,6.3,6.4,7.5,7.9,8.5,9.0,10.9,10.3,10.7,11.6,13.2,17.2,23.2,25.4,33.9,35.1,31.1,38.7,45.2,43.5,46.4,52.5,52.6,43.0,38.2,34.3,40.5,43.3,47.7,51.4,56.5,68.3,81.4,95.9,99.2,101.4,102.2,113.1,129.4,149.4,170.3,174.6,141.2,139.4,145.8,161.8,175.7,191.0,192.3,196.6,205.0
"62","        Equipment",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.7,0.6,0.6,0.6,0.7,0.5,0.4,0.2,0.2,0.3,0.3,0.4,0.5,0.4,0.5,0.6,0.7,0.4,0.4,0.5,0.8,0.9,1.6,1.8,1.8,2.1,2.1,1.8,2.1,2.0,2.4,2.3,2.3,2.2,2.5,2.3,2.2,2.4,2.6,3.0,3.4,3.9,3.8,4.0,4.5,4.8,4.8,4.9,5.8,5.8,6.1,6.4,7.6,9.6,11.5,11.4,13.7,13.1,12.5,15.3,16.6,16.7,17.7,20.0,20.5,16.2,15.3,15.0,17.4,19.9,21.6,23.3,25.4,30.8,37.7,45.4,47.0,48.3,50.2,57.0,65.2,72.9,78.6,73.6,58.1,66.5,70.3,78.6,84.3,89.0,84.9,83.8,88.4
"63","        Structures",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.5,0.6,0.6,0.6,0.7,0.6,0.7,0.8,0.9,1.0,1.0,1.0,1.2,1.2,1.3,1.5,1.6,1.8,2.2,2.2,2.1,1.9,2.4,2.6,3.0,3.4,4.5,3.8,3.9,4.2,4.7,6.5,10.3,12.4,18.2,20.2,16.5,20.8,25.7,23.4,24.5,25.2,23.9,17.6,12.8,8.8,12.3,12.4,14.1,15.3,17.0,20.3,22.7,25.1,25.3,25.0,23.0,25.8,30.5,40.4,51.0,59.2,42.4,31.8,32.9,38.5,41.6,49.9,52.9,55.0,58.4
"64","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.9,0.8,1.1,1.4,1.6,1.9,1.8,2.0,2.5,3.0,3.4,4.2,7.4,8.3,9.2,10.1,10.5,10.8,11.0,12.0,12.8,14.1,17.1,20.9,25.3,26.8,28.1,29.0,30.4,33.6,36.1,40.7,41.7,40.8,41.2,42.6,44.7,49.8,52.1,54.5,57.8,58.1
"65","      Nonprofit institutions",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.6,0.6,0.4,0.2,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.3,0.6,0.7,1.1,1.3,1.7,1.9,1.8,1.9,2.3,2.4,2.7,3.0,3.3,3.5,3.7,4.0,4.5,4.5,5.0,5.7,6.0,6.0,6.3,7.2,7.6,8.3,10.1,10.6,10.7,10.6,11.6,13.3,14.6,15.8,17.1,18.8,22.1,24.4,26.4,27.0,29.5,34.0,36.9,40.6,43.7,45.5,47.4,46.2,46.8,49.0,51.8,63.7,75.2,80.2,88.8,92.8,100.9,106.2,110.7,113.8,125.0,136.5,150.9,148.8,142.8,154.0,166.7,168.0,169.8,182.5,190.3,198.6
"66","        Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.3,1.6,1.7,1.8,2.8,3.3,4.1,4.2,4.9,5.2,5.6,5.9,6.4,7.1,7.5,8.6,9.4,9.3,10.2,11.7,12.8,14.4,15.3,16.6,16.6,16.0,16.5,17.3,17.7,20.6,27.8,30.3,33.9,35.9,40.4,42.7,45.3,47.2,51.5,55.2,62.7,59.8,63.3,71.6,75.7,78.3,78.9,83.8,85.8,90.8
"67","        Structures",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.6,0.6,0.5,0.5,0.4,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.0,0.1,0.1,0.4,0.5,0.8,1.0,1.2,1.4,1.3,1.4,1.7,1.8,2.0,2.3,2.4,2.5,2.8,3.0,3.3,3.3,3.6,4.2,4.3,4.2,4.3,5.0,5.3,5.8,6.5,6.5,5.6,5.2,5.4,6.7,7.2,7.7,8.3,9.0,11.7,12.7,13.6,14.0,14.9,17.5,18.0,19.2,20.5,20.2,20.8,20.7,20.6,21.7,23.3,30.5,33.6,34.9,38.8,40.6,42.4,44.4,45.4,46.4,52.3,58.5,59.4,56.3,45.2,43.5,47.3,45.1,46.0,50.7,55.1,56.3
"68","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,1.0,1.1,1.3,1.5,1.8,2.1,2.4,2.8,3.0,3.2,3.4,3.7,4.3,4.9,6.1,7.0,7.8,8.8,10.0,9.5,9.7,10.0,10.8,12.6,13.9,15.0,16.1,16.3,18.1,19.1,20.0,20.3,21.3,22.8,28.8,32.6,34.3,38.8,43.7,44.7,44.9,48.1,49.3,51.4
"69","      Households",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.8,1.1,1.0,1.4,2.0,1.7,1.7,1.9,1.8,2.0,1.4,0.7,0.9,1.0,1.2,1.4,1.6,2.0,2.3,2.3,1.9,2.9,1.8,2.3,2.3,3.3,4.2,4.8,3.4,3.2,2.9,3.8,4.5,5.0,6.0,7.1,7.6
"70","        Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.3,0.5,0.4,0.3,0.5,0.5,0.4,0.4,0.2,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.5,0.5,1.0,0.6,0.8,0.9,0.9,1.0,1.1,0.8,1.2,0.9,1.3,1.7,1.6,1.7,2.0,2.1
"71","        Structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.6,0.8,0.8,1.1,1.5,1.3,1.3,1.4,1.4,1.5,1.0,0.5,0.6,0.7,0.9,1.0,1.1,1.6,1.8,1.8,1.4,1.8,1.1,1.4,1.2,2.3,3.0,3.6,2.4,1.8,1.8,2.3,2.4,3.1,3.9,4.7,5.1
"72","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5
