"Table 4.1. Current-Cost Net Stock of Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization"
"[Billions of dollars; yearend estimates]" 
"Bureau of Economic Analysis" 
"Last Revised on: October 11, 2018"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"60","        Intellectual property products",0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.7,1.8,1.9,2.1,2.1,2.3,2.4,2.5,2.6,2.7,2.9,3.0,3.1,3.3,3.4,3.6,3.9,3.9,4.0,4.1,4.3,4.5,4.7,4.8,5.3,5.9,6.7,7.5,8.2,8.9,9.9,10.9,12.0,13.8,15.5,17.1,18.8,20.2,21.6,23.1,24.7,26.4,27.8,29.8,32.6,36.1,39.2,40.1,40.9,42.0,43.0,44.8,46.5,48.2,48.1,46.9,46.1,45.2,44.2,46.0,47.6,49.2,51.5,52.4
"61","      Partnerships",7.9,8.4,8.7,9.1,9.2,8.7,7.6,6.8,7.1,7.2,7.2,7.8,8.3,8.3,8.2,8.8,10.1,10.7,11.2,11.4,12.4,15.5,19.0,21.0,21.1,24.3,26.6,27.4,28.1,28.4,31.1,33.8,35.3,35.7,37.0,37.6,38.7,40.3,42.0,44.8,48.2,52.5,56.3,61.1,67.0,73.3,80.7,87.6,98.0,116.3,124.8,134.3,148.2,167.6,196.5,228.4,267.6,292.0,304.2,330.4,360.7,389.5,421.4,461.8,498.8,523.3,529.8,539.0,558.4,583.9,607.1,630.0,661.2,702.2,752.1,814.2,869.7,919.4,965.5,1066.0,1186.0,1308.9,1407.5,1515.1,1475.5,1507.0,1570.2,1624.9,1705.3,1791.9,1841.3,1905.2,1989.3
"62","        Equipment",2.3,2.5,2.7,2.8,2.9,2.8,2.6,2.3,2.2,2.1,2.1,2.3,2.5,2.5,2.6,2.8,3.3,3.3,3.3,3.2,3.7,4.4,5.6,7.0,7.6,9.0,10.0,10.3,10.9,11.1,12.1,13.0,13.8,14.0,14.5,14.6,14.6,14.9,15.4,16.1,17.1,18.8,20.1,21.6,23.5,25.5,27.1,28.4,30.9,37.0,40.6,43.6,47.5,53.5,61.9,70.5,79.7,84.7,86.3,90.2,95.0,100.3,105.3,112.9,119.3,121.6,121.3,120.3,121.8,125.4,130.3,134.7,139.1,147.5,161.4,180.8,197.5,212.8,226.6,253.0,278.9,313.1,341.6,369.0,369.2,381.8,400.1,420.0,439.6,461.4,472.7,484.1,502.4
"63","        Structures",5.3,5.6,5.7,5.9,5.9,5.5,4.6,4.2,4.5,4.6,4.7,5.1,5.3,5.2,5.0,5.4,6.2,6.7,7.1,7.2,7.7,10.1,12.1,12.6,12.1,13.7,15.0,15.5,15.3,15.4,17.0,18.6,19.2,19.3,19.8,20.2,21.2,22.3,23.5,25.4,27.6,30.1,32.4,35.6,39.3,43.4,49.2,54.7,62.5,74.4,79.2,85.4,95.2,108.2,128.0,150.5,179.6,198.5,208.4,229.7,254.1,276.4,301.2,329.0,354.8,372.2,374.4,380.3,394.5,412.5,426.9,441.9,464.5,491.4,518.6,551.2,583.4,611.0,635.5,703.0,788.0,867.7,925.6,997.4,952.8,965.6,1004.1,1032.6,1082.0,1137.3,1166.7,1208.3,1263.5
"64","        Intellectual property products",0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.3,1.4,1.4,1.6,1.6,1.7,1.8,1.9,2.0,2.2,2.3,2.4,2.6,2.7,2.9,3.1,3.2,3.3,3.5,3.6,3.8,3.9,4.2,4.4,4.4,4.5,4.6,4.9,5.0,5.3,5.4,5.9,6.6,7.4,8.3,8.9,9.5,10.5,11.6,12.9,14.9,19.9,24.7,29.5,34.2,38.4,42.1,45.9,49.8,53.3,57.5,63.4,72.1,82.2,88.8,95.6,103.4,110.0,119.1,128.2,140.3,148.6,153.5,159.6,166.0,172.3,183.8,193.2,201.9,212.8,223.4
"65","      Nonprofit institutions",5.5,5.9,6.3,6.8,6.9,6.6,5.7,5.2,5.5,5.6,5.7,6.7,7.0,7.1,7.1,7.6,8.6,9.2,9.6,9.6,10.4,14.2,17.2,18.0,18.0,21.1,23.6,24.9,25.5,26.6,29.9,33.3,35.8,36.8,38.8,40.6,43.6,47.1,50.4,55.2,60.4,66.6,72.3,80.5,89.7,99.8,113.2,126.9,143.2,169.1,179.5,192.9,213.5,238.5,271.8,306.2,334.2,356.8,375.8,399.1,419.1,445.6,475.1,507.6,541.0,572.1,592.2,621.9,654.2,693.9,721.8,752.6,800.3,860.6,925.5,997.5,1065.2,1129.3,1199.1,1323.7,1458.5,1597.8,1697.9,1807.1,1777.4,1815.7,1897.9,1967.8,2075.6,2155.2,2222.4,2297.7,2396.7
"66","        Equipment",0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.9,1.0,1.3,1.5,1.6,1.9,2.0,2.3,2.6,2.9,3.1,3.4,3.6,3.8,4.1,4.3,4.7,5.1,5.6,6.1,6.6,7.3,8.0,8.7,10.2,12.1,15.9,18.6,21.1,23.7,27.0,30.6,35.0,38.9,41.3,43.8,46.6,48.8,52.5,56.7,61.3,66.4,72.1,76.8,81.0,83.3,85.8,88.5,89.9,93.1,102.2,112.9,125.9,138.8,153.4,166.2,182.4,196.2,213.5,230.1,253.5,267.0,283.3,305.8,325.3,344.5,362.3,382.0,400.6,422.4
"67","        Structures",5.3,5.8,6.1,6.6,6.7,6.4,5.5,5.0,5.3,5.4,5.5,6.4,6.7,6.8,6.8,7.2,8.1,8.7,9.1,9.1,9.8,13.3,16.2,16.8,16.7,19.5,21.7,22.9,23.2,24.1,27.2,30.2,32.3,33.1,34.7,36.3,38.9,42.0,44.9,49.2,53.8,59.3,64.2,71.6,79.8,88.9,101.4,113.3,127.1,148.6,155.8,166.0,183.4,204.0,232.4,260.8,283.3,302.0,317.3,336.8,353.6,375.0,398.2,421.7,446.7,469.0,481.2,503.0,530.8,565.2,588.2,615.5,656.5,703.7,753.3,808.0,861.3,907.7,959.9,1064.1,1180.5,1298.9,1376.8,1454.3,1402.5,1414.6,1462.8,1501.0,1577.6,1632.3,1673.2,1721.5,1789.3
"68","        Intellectual property products",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.5,1.7,2.0,2.3,2.6,2.9,3.1,3.5,4.0,4.6,5.1,5.7,6.4,7.5,8.8,10.4,12.1,13.4,14.6,15.7,16.7,18.1,20.2,24.7,27.8,30.9,34.2,37.9,40.1,42.9,45.2,47.2,50.7,54.8,59.3,63.6,65.1,68.1,73.0,77.2,81.7,85.4,91.1,99.3,107.9,117.8,129.4,141.5,153.4,160.6,167.3,175.6,185.0
"69","      Households",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1.0,1.0,1.1,1.2,1.4,1.5,1.7,1.9,2.1,2.4,2.6,3.0,3.4,3.5,3.7,3.9,4.2,5.1,6.0,6.9,7.9,8.7,10.0,11.8,13.4,15.0,16.7,18.3,19.9,20.5,20.8,21.6,22.6,23.4,24.4,25.8,27.9,30.1,32.3,34.0,36.3,37.4,41.3,45.3,49.7,53.7,58.9,57.1,57.9,60.2,62.5,66.3,70.0,73.9,79.0,85.1
"70","        Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.1,1.2,1.2,1.3,1.4,1.5,1.7,1.9,2.0,2.2,2.4,2.5,2.5,2.4,2.3,2.3,2.3,2.3,2.4,2.3,2.4,2.5,2.6,3.0,3.1,3.4,3.6,3.9,4.2,4.6,4.6,4.9,5.1,5.5,6.3,6.8,7.3,8.1,8.9
"71","        Structures",0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.1,1.2,1.4,1.6,1.8,2.1,2.4,2.5,2.7,3.0,3.3,4.0,4.8,5.7,6.6,7.3,8.5,10.0,11.5,13.0,14.5,16.0,17.4,18.0,18.5,19.3,20.3,21.1,22.1,23.5,25.5,27.6,29.7,31.4,33.2,34.3,37.8,41.4,45.6,49.3,54.1,52.2,52.7,54.8,56.7,59.6,62.7,66.1,70.4,75.6
"72","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.6
"73","      Tax-exempt cooperatives",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.4,0.6,0.6,0.6,0.7,0.8,1.0,1.4,1.8,2.0,2.4,2.7,3.0,3.2,3.4,3.8,4.3,4.6,4.7,4.9,5.1,5.2,5.4,5.6,5.9,6.2,6.5,7.2,7.8,8.4,9.4,10.4,11.2,12.8,15.5,17.9,20.1,22.4,24.6,28.4,31.8,34.3,35.4,35.5,35.7,37.6,38.9,40.0,41.9,43.5,44.8,45.4,46.5,48.3,50.0,51.9,53.1,54.9,56.1,58.7,63.4,68.3,71.9,75.9,82.3,88.3,97.7,108.3,118.2,118.9,125.9,131.0,133.0,133.8,135.8,136.0,137.7,140.5
"74","        Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.5,0.6,0.8,0.8,1.0,1.1,1.2,1.3,1.3,1.4,1.6,1.7,1.7,1.7,1.8,1.8,1.9,1.9,2.0,2.0,2.2,2.3,2.5,2.7,2.9,3.1,3.3,3.5,4.2,5.1,5.8,6.7,7.1,8.2,9.4,10.0,10.1,9.9,9.7,10.8,11.4,11.6,11.9,12.5,13.1,13.2,13.5,13.9,14.3,14.8,15.1,15.4,15.7,16.5,17.9,19.4,20.9,22.2,23.9,25.9,29.2,32.7,35.9,37.2,38.7,40.3,40.7,40.8,41.1,40.6,40.8,41.3
"75","        Structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.6,0.8,1.0,1.1,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.8,3.0,3.2,3.2,3.3,3.5,3.7,3.9,4.1,4.3,4.8,5.2,5.7,6.4,7.2,7.8,9.2,11.1,12.7,14.2,15.6,17.3,20.0,22.2,24.1,25.1,25.4,25.7,26.6,27.1,28.1,29.6,30.6,31.2,31.7,32.4,33.8,35.0,36.4,37.2,38.6,39.5,41.1,44.3,47.7,49.9,52.6,57.4,61.4,67.5,74.5,80.9,80.0,85.1,88.0,88.8,89.5,91.2,91.9,93.5,94.8
"76","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.2,1.1,1.1,1.0,1.0,1.0,1.1,1.3,1.7,2.1,2.8,3.5,3.5,3.5,3.5,3.5,4.5
