"Table 7.5. Investment in Government Fixed Assets"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: November 20, 2018"
"Line","","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"50","      Conservation and development",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.4,0.5,0.3,0.4,0.6,0.6,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1.0,1.1,1.0,0.8,0.7,0.8,0.8,1.0,1.2,1.3,1.3,1.2,1.3,1.4,1.4,1.6,2.9,2.8,2.2,1.9,1.9,1.5,1.7,1.9,2.2,1.8,2.2,1.9,1.9,2.6,4.6,9.5,1.9,1.8,1.9,2.0,2.1,2.2,2.0,2.1,2.0,2.6,5.0,2.9,3.7,5.1,4.9,4.0,2.6,3.1,3.6,5.1,8.6
"51","      Other structures 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.3,0.3,0.6,0.6,0.8,0.7,0.8,0.8,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.7,1.4,1.7,1.6,1.2,1.1,1.2,1.4,1.3,1.3,1.2,1.2,1.1,0.7
"52","    Intellectual property products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.5,0.5,0.5,0.4,0.4,0.4,0.6,0.9,1.1,1.1,1.7,2.1,2.9,4.5,5.7,6.8,7.9,7.8,8.6,8.8,8.8,8.9,9.2,9.6,10.4,11.5,12.7,14.0,15.9,17.9,19.8,21.2,21.1,21.6,22.8,24.6,25.7,27.4,29.6,31.9,34.8,37.4,38.9,40.4,41.9,43.4,43.8,44.9,47.5,50.7,54.8,58.1,59.8,62.4,64.4,67.1,68.9,71.0,74.8,78.3,84.3,86.2,87.3,88.8,89.6,90.9,92.7,95.3
"53","      Software","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.5,0.6,0.8,1.0,1.0,1.1,1.3,1.6,2.1,2.5,2.8,3.3,3.7,4.1,4.3,4.8,5.2,5.8,6.2,6.6,6.7,6.8,6.8,7.0,7.3,7.7,9.2,10.4,11.6,12.3,11.1,10.9,11.4,12.3,13.1,14.2,15.2,15.0,16.0,17.0,17.4,20.6,21.3,21.3,22.5,24.1
"54","      Research and development","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.5,0.5,0.5,0.4,0.4,0.4,0.6,0.9,1.1,1.1,1.7,2.0,2.9,4.4,5.6,6.7,7.8,7.7,8.4,8.6,8.4,8.4,8.7,9.0,9.6,10.5,11.7,12.9,14.6,16.3,17.7,18.6,18.3,18.3,19.2,20.5,21.4,22.7,24.3,26.1,28.6,30.9,32.2,33.5,35.1,36.3,36.5,37.1,38.3,40.3,43.2,45.8,48.8,51.5,53.0,54.7,55.8,56.8,59.6,63.3,68.3,69.3,69.9,68.1,68.3,69.7,70.2,71.3
"55","State and local","---","---","---","---","---","---","---","---","---","---","---","---","---",0.5,0.7,0.7,0.7,0.6,0.8,1.1,1.5,1.7,1.6,2.0,2.2,2.2,2.6,2.6,2.7,2.9,2.7,1.8,1.4,1.8,1.6,2.9,2.6,3.0,3.4,2.8,2.3,1.6,0.9,0.7,0.9,1.6,2.9,4.1,5.4,5.9,7.0,7.4,8.0,9.3,10.1,11.4,12.7,13.7,14.1,14.1,15.3,16.1,17.8,19.3,21.2,23.5,25.7,28.1,28.8,29.3,30.7,31.3,34.0,40.5,44.6,44.9,44.0,50.8,58.4,65.7,66.9,67.0,68.8,77.6,87.3,96.2,102.2,110.4,119.2,132.2,137.3,139.7,141.2,148.8,160.0,170.2,182.9,196.3,213.6,231.5,248.0,261.5,269.0,277.8,291.2,315.2,341.9,357.7,360.1,347.1,340.8,333.6,330.7,337.9,356.4,366.8,364.7
"56","  Equipment","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.1,1.0,1.1,1.2,1.2,1.3,1.5,1.7,1.8,2.0,2.2,2.3,2.6,2.8,2.9,3.3,3.8,4.6,5.1,5.3,5.4,6.1,7.1,8.1,8.5,9.4,10.8,12.7,14.8,16.4,17.2,18.6,21.9,23.9,23.5,24.0,24.9,28.1,30.5,30.5,32.0,34.7,37.4,38.8,38.4,38.0,37.5,37.1,37.0,39.1,43.9,44.9,42.9,39.5,38.5,39.1,39.9,39.8,40.7,42.2,44.0
"57","  Structures",0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.8,1.1,1.4,1.6,1.5,1.8,2.0,2.1,2.3,2.4,2.4,2.7,2.4,1.6,1.2,1.6,1.5,2.8,2.4,2.8,3.1,2.6,2.1,1.4,0.8,0.6,0.7,1.4,2.5,3.6,4.9,5.4,6.4,6.7,7.3,8.5,9.3,10.4,11.5,12.5,12.8,12.7,13.8,14.5,16.0,17.2,19.0,21.0,23.0,25.2,25.6,25.8,27.0,27.1,29.1,34.7,38.1,38.1,36.9,42.8,49.0,55.1,55.4,54.2,54.2,60.5,67.6,74.2,78.8,84.8,88.7,98.5,103.2,104.2,104.5,108.7,117.3,126.8,136.6,146.1,159.7,174.6,190.6,204.1,211.1,219.1,231.5,251.4,271.4,284.5,288.9,279.7,273.4,264.9,259.3,265.3,281.5,289.0,283.3
"58","    Residential",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.0,0.0,0.1,0.1,0.2,0.1,0.3,0.3,0.5,0.6,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.6,0.8,0.5,0.5,0.5,0.7,0.8,0.8,1.0,1.1,1.1,0.9,0.9,0.9,1.1,1.0,1.2,1.2,1.5,1.9,2.3,2.2,2.4,2.4,2.6,2.7,2.8,2.9,3.0,3.4,3.6,3.9,3.7,3.3,4.0,4.2,4.6,4.6,4.7,4.8,5.3,5.7,5.6,6.4,6.7,6.3,6.2,6.9,7.1,7.2,6.2,4.9,4.5,4.7,5.6,6.8,6.8
"59","    Office",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.8,0.7,1.0,1.3,1.7,1.3,1.4,1.5,1.8,2.3,3.1,3.0,2.8,3.2,3.3,3.6,3.8,3.8,3.8,4.0,4.2,5.0,5.3,5.5,6.3,7.1,7.3,7.1,7.5,8.5,9.6,11.3,11.6,13.0,14.5,15.8,15.4,19.8,20.8,21.3,21.5,22.3,23.6,24.8,25.4,24.1,23.9,22.9,22.3,22.1,22.1,22.3,23.3
"60","    Commercial",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3
"61","    Health care",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.6,0.7,0.8,0.8,1.2,1.1,1.1,1.4,1.5,1.7,1.6,1.5,1.7,2.0,1.9,1.9,1.8,1.7,1.8,1.9,2.1,2.1,2.2,2.5,2.8,3.1,3.3,3.1,3.2,3.1,3.3,3.3,3.1,3.0,3.4,4.1,4.4,4.5,5.0,5.8,6.7,7.1,6.9,6.7,7.0,7.1,7.3,6.5,6.0,6.3,6.6
"62","    Educational",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.1,0.1,0.1,0.2,0.4,0.3,0.3,0.5,0.2,0.2,0.1,0.1,0.0,0.0,0.1,0.2,0.6,0.9,1.1,1.5,1.6,1.7,2.2,2.5,2.6,2.9,2.9,2.7,2.9,3.1,3.0,3.5,3.9,4.4,5.4,6.1,6.2,6.0,5.8,5.7,5.8,6.8,7.4,7.5,7.1,6.1,6.6,7.2,8.0,7.4,7.1,7.0,7.9,9.2,10.6,10.9,13.1,14.9,16.3,19.4,20.6,19.4,20.7,26.1,28.9,32.8,36.7,41.5,46.2,52.3,54.9,57.8,61.0,65.6,72.1,77.7,81.7,79.2,73.2,69.7,65.9,63.5,65.5,71.7,76.4,77.3
"63","    Public safety",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.4,1.6,1.8,2.2,2.7,3.1,3.5,4.1,4.6,4.5,3.9,3.6,3.8,4.0,3.8,4.1,4.4,4.6,4.6,4.7,4.3,4.1,4.1,4.1,4.7,5.4,5.6,5.4,5.0,5.1,4.7,4.3,4.3,4.5,4.5,4.8
"64","    Amusement and recreation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.6,0.5,0.6,0.8,1.2,1.2,1.0,1.2,1.3,1.4,1.4,1.5,1.5,1.6,1.7,2.0,2.2,2.4,2.6,3.1,3.0,2.9,2.8,2.8,3.4,4.1,4.6,4.8,5.1,6.2,6.9,6.8,6.4,6.4,6.9,7.4,8.4,8.8,8.7,7.7,6.9,6.5,6.2,6.2,6.8,7.6,7.7
"65","    Transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.4,0.5,0.5,0.6,0.8,1.0,1.2,1.4,1.4,1.1,1.3,1.5,1.9,2.0,2.2,2.1,2.4,2.9,3.6,3.9,4.1,4.2,4.2,4.4,4.8,5.3,6.0,6.7,7.7,8.4,8.9,9.7,9.8,9.8,10.4,10.6,10.6,12.1,15.2,16.8,17.9,19.8,19.2,18.3,18.9,20.4,22.3,24.5,24.4,23.5,23.9,25.1,27.2,29.4,29.7,29.8
"66","    Power",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.7,0.5,0.6,0.8,0.9,0.7,0.9,0.9,0.9,0.9,1.0,1.1,1.2,1.6,1.4,2.0,2.5,3.7,4.0,4.2,5.3,5.0,4.7,4.2,5.6,5.2,4.1,4.0,3.2,3.3,3.2,3.1,3.4,3.0,3.0,2.7,3.2,3.2,3.4,4.1,5.1,5.6,6.2,6.0,6.2,7.2,8.0,9.8,10.7,10.1,9.3,9.1,9.2,9.1,8.8,7.9,6.0
"67","    Highways and streets",0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.7,0.9,0.9,0.8,1.0,1.1,1.1,1.2,1.3,1.3,1.5,1.4,1.0,0.8,1.0,0.8,1.3,1.2,1.4,1.4,1.3,1.1,0.7,0.4,0.3,0.4,0.8,1.3,1.7,2.0,2.2,2.4,2.7,3.1,3.8,4.0,4.6,5.1,5.7,6.0,5.6,6.0,6.6,7.3,7.3,7.9,8.7,8.9,9.7,9.6,10.3,11.0,10.7,10.7,12.3,13.2,12.4,12.4,14.1,17.0,18.1,18.0,17.2,18.1,21.7,24.0,25.8,27.6,29.7,29.6,33.0,33.3,33.4,35.1,38.0,38.4,40.1,42.5,45.7,49.7,53.5,58.1,59.8,58.8,61.6,67.5,73.7,77.8,79.3,81.7,81.5,82.1,82.6,80.8,82.9,87.5,88.6,83.7
"68","    Sewer systems",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,0.9,0.9,0.9,1.1,1.0,1.4,1.2,1.3,1.1,1.6,1.4,1.6,1.9,2.1,2.5,3.5,3.7,4.2,4.0,5.1,5.6,6.6,5.9,5.6,5.0,5.9,6.0,6.8,8.1,8.5,8.5,9.1,9.2,9.6,9.0,8.1,8.2,9.2,9.3,9.0,9.1,9.0,9.8,11.0,12.2,13.3,13.9,15.6,17.3,18.5,19.9,20.8,20.3,18.1,17.2,17.2,17.9,17.3,16.0
"69","    Water systems",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.9,1.0,1.3,1.1,1.3,1.5,1.4,1.1,1.0,1.1,1.1,1.4,2.0,1.9,1.7,2.3,2.6,3.3,3.1,3.3,2.9,3.5,4.0,4.8,5.4,5.4,5.6,6.3,6.5,5.8,5.2,5.5,5.3,6.5,7.6,8.2,8.8,8.9,9.6,10.8,11.4,12.0,12.4,13.4,14.3,14.7,15.2,14.7,14.3,14.3,14.7,15.5,16.4,16.5,15.7
"70","    Conservation and development",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.7,0.7,0.8,0.9,1.1,1.2,1.3,1.4,1.2,1.5,1.6,1.5,1.4,1.3,1.6,1.7,1.8,1.9,1.9,2.2,2.7,2.5,2.2,2.3,2.5,2.5,3.0,3.8,3.8,3.5,3.4,3.6,3.5,3.2,2.9,3.6,4.1,4.6
"71","    Other structures 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.5,0.3,0.2,0.7,1.0,0.5,0.3,0.7,1.4,0.6,0.1,0.4,0.9,0.9,0.6,0.7,0.8,0.7,0.8
"72","  Intellectual property products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.2,1.3,1.5,1.6,1.9,2.2,2.6,3.0,3.4,3.8,4.4,5.0,5.6,6.2,7.0,8.6,9.7,10.6,11.4,11.9,12.0,12.3,12.8,14.3,15.5,16.5,18.1,19.1,19.4,20.4,21.5,22.7,24.7,26.6,28.3,28.3,27.9,29.0,29.6,31.5,32.8,34.2,35.5,37.3
"73","    Software","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.7,0.8,1.0,1.2,1.4,1.8,2.1,2.2,2.4,2.9,4.1,4.8,5.4,6.1,6.3,6.3,6.3,6.5,7.4,8.2,8.7,9.5,9.8,9.4,9.9,10.5,11.1,11.8,12.5,13.2,13.0,12.8,13.4,13.9,14.6,15.3,15.8,16.5,17.7
"74","    Research and development","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.5,1.7,2.0,2.2,2.4,2.6,3.0,3.4,3.7,4.1,4.5,4.9,5.2,5.4,5.5,5.8,6.0,6.4,6.9,7.3,7.9,8.6,9.3,10.0,10.5,10.9,11.6,12.8,14.1,15.1,15.3,15.1,15.6,15.7,16.9,17.6,18.4,19.0,19.6
"","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75","  General government fixed assets","---","---","---","---","---","---","---","---","---","---","---","---","---",0.5,0.6,0.6,2.0,4.8,2.1,1.3,1.4,1.5,1.5,1.7,1.9,1.9,2.1,2.3,2.4,2.6,2.5,1.8,1.8,2.3,2.4,3.4,3.2,3.5,3.7,3.5,10.0,28.4,39.6,38.0,25.0,4.2,4.8,7.3,9.7,9.7,17.5,22.4,24.4,23.2,22.1,24.4,27.2,29.3,32.2,32.2,35.7,38.1,39.9,41.0,42.2,47.8,51.2,51.7,51.8,51.7,50.2,51.7,55.7,63.8,70.7,74.6,77.9,86.5,98.6,110.7,120.7,130.3,145.0,165.1,188.8,205.0,219.5,222.8,233.7,249.8,251.5,250.9,247.4,251.9,263.3,273.5,278.2,292.3,311.9,329.0,347.5,372.9,386.5,407.7,434.5,467.3,502.5,529.9,536.7,538.8,532.6,519.3,500.3,497.8,511.6,522.4,536.2
"76","    Equipment","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.1,0.0,0.9,2.8,0.3,0.1,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.4,0.5,0.5,0.5,4.2,16.3,31.9,33.3,21.2,1.6,1.2,2.2,3.1,2.4,7.7,10.8,12.1,10.1,8.6,8.7,9.2,9.4,11.7,11.2,12.7,13.8,12.4,12.1,10.9,12.7,14.6,13.1,12.2,12.3,8.4,8.5,9.6,12.8,14.9,17.5,19.3,21.1,25.1,28.5,33.3,39.1,46.8,54.3,63.2,69.2,72.8,69.3,74.9,80.4,79.2,76.9,71.3,70.6,71.0,72.3,68.2,69.8,76.0,78.2,79.5,85.6,86.9,93.5,101.1,110.2,119.8,130.4,131.7,133.5,130.2,128.3,118.8,116.5,115.6,118.3,123.2
"77","    Structures",0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,1.1,2.0,1.7,1.1,1.3,1.4,1.4,1.6,1.7,1.7,1.9,2.0,2.1,2.3,2.1,1.5,1.5,1.9,1.9,2.9,2.6,2.9,3.0,2.8,5.5,11.6,6.7,3.1,2.3,1.2,2.2,3.6,4.9,5.4,7.6,9.2,9.7,10.1,9.9,10.9,12.1,13.4,13.5,13.2,14.2,14.5,15.7,16.0,17.5,19.7,20.5,21.6,22.0,21.9,23.9,23.9,25.8,29.6,32.7,31.7,30.9,34.6,38.8,43.0,42.8,42.1,43.5,49.2,55.2,61.2,65.7,69.1,72.0,79.4,82.2,83.9,86.4,90.9,99.9,107.3,113.2,122.2,131.5,140.1,150.8,162.6,166.3,172.6,183.6,200.9,219.0,229.3,232.6,227.0,220.4,208.4,197.7,198.5,209.4,216.4,215.3
"78","    Intellectual property products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.5,0.9,1.6,1.5,1.4,1.4,1.6,1.7,1.9,2.1,2.4,2.7,3.0,3.6,4.8,5.9,6.4,7.0,7.8,8.8,9.9,11.7,12.9,13.8,15.4,16.2,17.0,17.7,17.5,18.0,19.2,20.2,21.3,23.1,25.3,27.7,30.8,34.7,39.2,44.6,49.1,54.7,61.6,70.4,74.5,81.0,84.4,86.8,90.0,90.1,90.1,89.7,90.4,92.5,93.9,96.7,100.3,104.4,110.6,117.2,124.8,133.3,141.6,149.8,156.3,163.7,170.2,172.4,178.3,182.0,182.6,183.8,182.8,186.6,187.7,197.7
